idx	sentence	label
767	 . . . there is enough originality in 'life' to distance it from the pack of paint-by-number romantic comedies that so often end up on cinema screens . 	1
768	shanghai ghetto should be applauded for finding a new angle on a tireless story , but you might want to think twice before booking passage . 	0
769	the acting by the over-25s lacks spark , with csokas particularly unconnected . 	0
770	at its best , this is grand-scale moviemaking for a larger-than-life figure , an artist who has been awarded mythic status in contemporary culture . 	1
771	there's too much falseness to the second half , and what began as an intriguing look at youth fizzles into a dull , ridiculous attempt at heart-tugging . 	0
772	the film is one of the year's best . 	1
773	lots of effort and intelligence are on display but in execution it is all awkward , static , and lifeless rumblings . 	0
774	jacquot has filmed the opera exactly as the libretto directs , ideally capturing the opera's drama and lyricism . 	1
775	viewed as a comedy , a romance , a fairy tale , or a drama , there's nothing remotely triumphant about this motion picture . 	0
776	although the editing might have been tighter , hush ! sympathetically captures the often futile lifestyle of young people in modern japan . 	1
777	at its most basic , this cartoon adventure is that wind-in-the-hair exhilarating . 	1
778	you can tell almost immediately that welcome to collinwood isn't going to jell . 	0
779	eastwood is an icon of moviemaking , one of the best actors , directors and producers around , responsible for some excellent work . but even a hero can stumble sometimes . 	0
780	don't wait to see this terrific film with your kids -- if you don't have kids borrow some . 	1
781	credibility levels are low and character development a non-starter . 	0
782	it pulls the rug out from under you , just when you're ready to hate one character , or really sympathize with another character , something happens to send you off in different direction . 	1
783	the result is good gossip , entertainingly delivered , yet with a distinctly musty odour , its expiry date long gone . 	0
784	perhaps the best sports movie i've ever seen . 	1
785	most of the film feels conceived and shot on the fly -- like between lunch breaks for shearer's radio show and his simpson voice-overs . 	0
786	even before it builds up to its insanely staged ballroom scene , in which 3000 actors appear in full regalia , it's waltzed itself into the art film pantheon . 	1
787	bouquet gives a performance that is masterly . 	1
788	a dramatic comedy as pleasantly dishonest and pat as any hollywood fluff . 	0
789	this kind of hands-on storytelling is ultimately what makes shanghai ghetto move beyond a good , dry , reliable textbook and what allows it to rank with its worthy predecessors . 	1
790	a taut psychological thriller that doesn't waste a moment of its two-hour running time . 	1
791	though this film can be clumsy , its ambitions are equally -- and admirably -- uncommercial . 	1
792	sex with strangers is fascinating . . . 	1
793	in this film , aussie david caesar channels the not-quite-dead career of guy ritchie . 	0
794	garcía bernal and talancón are an immensely appealing couple , and even though their story is predictable , you'll want things to work out . 	1
795	driven by a fantastic dual performance from ian holm . . . the film is funny , insightfully human and a delightful lark for history buffs . 	1
796	at 78 minutes it just zings along with vibrance and warmth . 	1
797	cq's reflection of artists and the love of cinema-and-self suggests nothing less than a new voice that deserves to be considered as a possible successor to the best european directors . 	1
798	combining quick-cut editing and a blaring heavy metal much of the time , beck seems to be under the illusion that he's shooting the latest system of a down video . 	0
799	warm water under a red bridge is a quirky and poignant japanese film that explores the fascinating connections between women , water , nature , and sexuality . 	1
800	even the hastily and amateurishly drawn animation cannot engage . 	0
801	in his latest effort , storytelling , solondz has finally made a movie that isn't just offensive -- it also happens to be good . 	1
802	an entertaining documentary that freshly considers arguments the bard's immortal plays were written by somebody else . 	1
803	the obnoxious special effects , the obligatory outbursts of flatulence and the incessant , so-five-minutes-ago pop music on the soundtrack overwhelm what is left of the scruffy , dopey old hanna-barbera charm . 	0
804	unless you're a fanatic , the best advice is : 'scooby' don't . 	0
805	there are plot holes big enough for shamu the killer whale to swim through . 	0
806	divertingly ridiculous , headbangingly noisy . 	0
807	inside the film's conflict-powered plot there is a decent moral trying to get out , but it's not that , it's the tension that keeps you in your seat . affleck and jackson are good sparring partners . 	1
808	though it never rises to its full potential as a film , still offers a great deal of insight into the female condition and the timeless danger of emotions repressed . 	1
809	barry sonnenfeld owes frank the pug big time	0
810	there ain't a lot more painful than an unfunny movie that thinks it's hilarious . 	0
811	" "" brown sugar "" admirably aspires to be more than another "" best man "" clone by weaving a theme throughout this funny film . "	1
812	watching the powerpuff girls movie , my mind kept returning to one anecdote for comparison : the cartoon in japan that gave people seizures . 	0
813	those who would follow haneke on his creepy explorations . . . are rewarded by brutal , committed performances from huppert and magimel . 	1
814	a not-so-divine secrets of the ya-ya sisterhood with a hefty helping of re-fried green tomatoes . 	0
815	a sweet-natured reconsideration of one of san francisco's most vital , if least widely recognized , creative fountainheads . 	1
816	lovely and amazing is holofcener's deep , uncompromising curtsy to women she knows , and very likely is . when all is said and done , she loves them to pieces -- and so , i trust , will you . 	1
817	at a time when half the so-called real movies are little more than live-action cartoons , it's refreshing to see a cartoon that knows what it is , and knows the form's history . 	1
818	films are made of little moments . changing lanes tries for more . it doesn't reach them , but the effort is gratefully received . 	1
819	in the director's cut , the film is not only a love song to the movies but it also is more fully an example of the kind of lush , all-enveloping movie experience it rhapsodizes . 	1
820	an ambitious 'what if ? ' that works . 	1
821	despite its flaws . . . belinsky is still able to create an engaging story that keeps you guessing at almost every turn . 	1
822	this is the type of movie best enjoyed by frat boys and college kids while sucking on the bong and downing one alcoholic beverage after another . 	0
823	narratively , trouble every day is a plodding mess . 	0
824	the movie's something-borrowed construction feels less the product of loving , well integrated homage and more like a mere excuse for the wan , thinly sketched story . killing time , that's all that's going on here . 	0
825	spy kids 2 also happens to be that rarity among sequels : it actually improves upon the original hit movie . 	1
826	mr . parker has brilliantly updated his source and grasped its essence , composing a sorrowful and hilarious tone poem about alienated labor , or an absurdist workplace sitcom . 	1
827	by its modest , straight-ahead standards , undisputed scores a direct hit . 	1
828	are monsters born , or made ? 	0
829	a minor work yet there's no denying the potency of miller's strange , fleeting brew of hopeful perseverance and hopeless closure . 	1
830	this remake gets all there is to get out of a peculiar premise with promise : al pacino loathing robin williams . 	1
831	a serviceable euro-trash action extravaganza , with a decent sense of humor and plenty of things that go boom — handguns , bmws and seaside chateaus . 	1
832	a complex psychological drama about a father who returns to his son's home after decades away . 	1
833	works on the whodunit level as its larger themes get lost in the murk of its own making	0
834	it all comes down to whether you can tolerate leon barlow . i can't . 	0
835	there's much tongue in cheek in the film and there's no doubt the filmmaker is having fun with it all . 	1
836	if there's a way to effectively teach kids about the dangers of drugs , i think it's in projects like the ( unfortunately r-rated ) paid . 	1
837	the film runs on equal parts of innocence and wisdom -- wisdom that comes with experience . it has fun being grown up . 	1
838	a surprisingly 'solid' achievement by director malcolm d . lee and writer john ridley . 	1
839	the old-world- meets-new mesh is incarnated in the movie's soundtrack , a joyful effusion of disco bollywood that , by the end of monsoon wedding , sent my spirit soaring out of the theater . 	1
840	not only is it hokey , manipulative and as bland as wonder bread dipped in milk , but it also does the absolute last thing we need hollywood doing to us : it preaches . 	0
841	how inept is serving sara ? it makes even elizabeth hurley seem graceless and ugly . 	0
842	i can't recommend it . but it's surprisingly harmless . 	0
843	this is dicaprio's best performance in anything ever , and easily the most watchable film of the year . 	1
844	too stagey , talky -- and long -- for its own good . 	0
845	i would be shocked if there was actually one correct interpretation , but that shouldn't make the movie or the discussion any less enjoyable . 	1
846	brutally honest and told with humor and poignancy , which makes its message resonate . 	1
847	katz's documentary doesn't have much panache , but with material this rich it doesn't need it . 	1
848	this ill-conceived and expensive project winds up looking like a bunch of talented thesps slumming it . 	0
849	the only entertainment you'll derive from this choppy and sloppy affair will be from unintentional giggles – several of them . 	0
850	at once disarmingly straightforward and strikingly devious . 	1
851	this action-thriller/dark comedy is one of the most repellent things to pop up in a cinematic year already littered with celluloid garbage . 	0
852	a generic family comedy unlikely to be appreciated by anyone outside the under-10 set . 	0
853	wallace gets a bit heavy handed with his message at times , and has a visual flair that waxes poetic far too much for our taste . 	0
854	a deliciously mordant , bitter black comedy . 	1
855	what makes the movie special is its utter sincerity . 	1
856	a long , dull procession of despair , set to cello music culled from a minimalist funeral . 	0
857	prurient playthings aside , there's little to love about this english trifle . 	0
858	the only thing that could possibly make them less interesting than they already are is for them to get full montied into a scrappy , jovial team . 	0
859	a fascinating but choppy documentary . 	0
860	the movie is a blast of educational energy , as bouncy animation and catchy songs escort you through the entire 85 minutes . 	1
861	 . . . pays tribute to heroes the way julia roberts hands out awards--with phony humility barely camouflaging grotesque narcissism . 	0
862	a smart , arch and rather cold-blooded comedy . 	1
863	it's the movie equivalent of a sweaty old guy in a rain coat shopping for cheap porn . 	0
864	really quite funny . 	1
865	a disoriented but occasionally disarming saga packed with moments out of an alice in wonderland adventure , a stalker thriller , and a condensed season of tv's big brother . 	1
866	the most repugnant adaptation of a classic text since roland joffé and demi moore's the scarlet letter . 	0
867	an ambitious , serious film that manages to do virtually everything wrong ; sitting through it is something akin to an act of cinematic penance . 	0
868	reign of fire just might go down as one of the all-time great apocalypse movies . 	1
869	as crimes go , writer-director michael kalesniko's how to kill your neighbor's dog is slight but unendurable . 	0
870	for the most part , it's a work of incendiary genius , steering clear of knee-jerk reactions and quick solutions . 	1
871	a vile , incoherent mess . . . a scummy ripoff of david cronenberg's brilliant 'videodrome . '	0
872	just how these families interact may surprise you . 	1
873	smith finds amusing juxtapositions that justify his exercise . 	1
874	what 'blade runner' would've looked like as a low-budget series on a uhf channel . 	0
875	altogether , this is successful as a film , while at the same time being a most touching reconsideration of the familiar masterpiece . 	1
876	it's like every bad idea that's ever gone into an after-school special compiled in one place , minus those daytime programs' slickness and sophistication ( and who knew they even had any ? ) . 	0
877	an ebullient tunisian film about the startling transformation of a tradition-bound widow who is drawn into the exotic world of belly dancing . 	1
878	horrible	0
879	a feature-length , r-rated , road-trip version of mama's family . 	0
880	the picture's fascinating byways are littered with trenchant satirical jabs at the peculiar egocentricities of the acting breed . 	1
881	whether it's the worst movie of 2002 , i can't say for sure : memories of rollerball have faded , and i skipped country bears . but this new jangle of noise , mayhem and stupidity must be a serious contender for the title . 	0
882	together , tok and o orchestrate a buoyant , darkly funny dance of death . in the process , they demonstrate that there's still a lot of life in hong kong cinema . 	1
883	no , i don't know why steven seagal is considered a star , nor why he keeps being cast in action films when none of them are ever any good or make any money . 	0
884	[a] strong piece of work . 	1
885	great over-the-top moviemaking if you're in a slap-happy mood . 	1
886	be forewarned , if you're depressed about anything before watching this film , you may just end up trying to drown yourself in a lake afterwards . 	0
887	competently directed but terminally cute drama . 	0
888	in a way , the film feels like a breath of fresh air , but only to those that allow it in . 	1
889	"post 9/11 the philosophical message of "" personal freedom first "" might not be as palatable as intended . "	1
890	human resources was a good , straightforward tale , but time out is better . it's haunting . it's like a poem . 	1
891	smarter than its commercials make it seem . 	1
892	farrell . . . thankfully manages to outshine the role and successfully plays the foil to willis's world-weary colonel . 	1
893	red dragon makes one appreciate silence of the lambs . 	1
894	nothing more substantial than a fitfully clever doodle . 	0
895	it's a bad action movie because there's no rooting interest and the spectacle is grotesque and boring . 	0
896	it's funny and human and really pretty damned wonderful , all at once . 	1
897	strong setup and ambitious goals fade as the film descends into unsophisticated scare tactics and b-film thuggery . 	0
898	 . . . a fascinating curiosity piece -- fascinating , that is , for about ten minutes . after that it becomes long and tedious like a classroom play in a college history course . 	0
899	full of surprises . 	1
900	by the time it ends in a rush of sequins , flashbulbs , blaring brass and back-stabbing babes , it has said plenty about how show business has infiltrated every corner of society -- and not always for the better . 	1
901	it's a drawling , slobbering , lovable run-on sentence of a film , a southern gothic with the emotional arc of its raw blues soundtrack . 	1
902	another love story in 2002's remarkable procession of sweeping pictures that have reinvigorated the romance genre . 	1
903	one of those rare films that come by once in a while with flawless amounts of acting , direction , story and pace . 	1
904	this limp gender-bender-baller from a first-time director and rookie screenwriter steals wholesale from that 1982's tootsie , forgetting only to retain a single laugh . 	0
905	metaphors abound , but it is easy to take this film at face value and enjoy its slightly humorous and tender story . 	1
906	as a revenge thriller , the movie is serviceable , but it doesn't really deliver the delicious guilty pleasure of the better film versions . 	1
907	drops you into a dizzying , volatile , pressure-cooker of a situation that quickly snowballs out of control , while focusing on the what much more than the why . 	1
908	analyze that regurgitates and waters down many of the previous film's successes , with a few new swings thrown in . 	0
909	watching it is rather like an overlong visit from a large group of your relatives . as your relatives swap one mundane story after another , you begin to wonder if they are ever going to depart . 	0
910	this movie feel more like a non-stop cry for attention , than an attempt at any kind of satisfying entertainment . 	0
911	a moving tale of love and destruction in unexpected places , unexamined lives . 	1
912	writer-director walter hill and co-writer david giler try to create characters out of the obvious cliches , but wind up using them as punching bags . 	0
913	to the film's credit , the acting is fresh and unselfconscious , and munch is a marvel of reality versus sappy sentiment . 	1
914	a ragbag of promising ideas and failed narrative , of good acting and plain old bad filmmaking . 	0
915	two weeks notice has appeal beyond being a sandra bullock vehicle or a standard romantic comedy . 	1
916	" . . . although this idea is "" new "" the results are tired . "	0
917	an engrossing portrait of a man whose engaging manner and flamboyant style made him a truly larger-than-life character . 	1
918	they presume their audience won't sit still for a sociology lesson , however entertainingly presented , so they trot out the conventional science-fiction elements of bug-eyed monsters and futuristic women in skimpy clothes . 	0
919	a photographic marvel of sorts , and it's certainly an invaluable record of that special fishy community . 	1
920	kosminsky . . . puts enough salt into the wounds of the tortured and self-conscious material to make it sting . 	1
921	the picture , scored by a perversely cheerful marcus miller accordion/harmonica/banjo abomination , is a monument to bad in all its florid variety . 	0
922	a free-for-all of half-baked thoughts , clumsily used visual tricks and self-indulgent actor moments . 	0
923	the new film of anton chekhov's the cherry orchard puts the 'ick' in 'classic . '	0
924	another in a long line of ultra-violent war movies , this one is not quite what it could have been as a film , but the story and theme make up for it . 	1
925	y tu mamá también is hilariously , gloriously alive , and quite often hotter than georgia asphalt . 	1
926	russell lacks the visual panache , the comic touch , and perhaps the budget of sommers's title-bout features . 	0
927	it made me want to wrench my eyes out of my head and toss them at the screen . 	0
928	generic slasher-movie nonsense , but it's not without style . 	0
929	a well-crafted film that is all the more remarkable because it achieves its emotional power and moments of revelation with restraint and a delicate ambiguity . 	1
930	starts as an intense political and psychological thriller but is sabotaged by ticking time bombs and other hollywood-action cliches . 	0
931	the movie does a good job of laying out some of the major issues that we encounter as we journey through life . 	1
932	this version moves beyond the original's nostalgia for the communal film experiences of yesteryear to a deeper realization of cinema's inability to stand in for true , lived experience . 	1
933	an inventive , absorbing movie that's as hard to classify as it is hard to resist . 	1
934	this isn't a narrative film -- i don't know if it's possible to make a narrative film about september 11th , though i'm sure some will try -- but it's as close as anyone has dared to come . 	1
935	[gosling's] combination of explosive physical energy and convincing intelligence helps create a complex , unpredictable character . 	1
936	elling builds gradually until you feel fully embraced by this gentle comedy . 	1
937	beautiful , angry and sad , with a curious sick poetry , as if the marquis de sade had gone in for pastel landscapes . 	1
938	would you laugh if a tuba-playing dwarf rolled down a hill in a trash can ? do you chuckle at the thought of an ancient librarian whacking a certain part of a man's body ? if you answered yes , by all means enjoy the new guy . 	1
939	 . . . a hollow joke told by a cinematic gymnast having too much fun embellishing the misanthropic tale to actually engage it . 	0
940	a jewish ww ii doc that isn't trying simply to out-shock , out-outrage or out-depress its potential audience ! who knew . . . 	1
941	would that greengrass had gone a tad less for grit and a lot more for intelligibility . 	0
942	with mcconaughey in an entirely irony-free zone and bale reduced mainly to batting his sensitive eyelids , there's not enough intelligence , wit or innovation on the screen to attract and sustain an older crowd . 	0
943	michael moore has perfected the art of highly entertaining , self-aggrandizing , politically motivated documentary-making , and he's got as potent a topic as ever here . 	1
944	 . . . [the film] works , due mostly to the tongue-in-cheek attitude of the screenplay . 	1
945	the director , with his fake backdrops and stately pacing , never settles on a consistent tone . 	0
946	in my own very humble opinion , in praise of love lacks even the most fragmented charms i have found in almost all of his previous works . 	0
947	it's surprisingly bland despite the heavy doses of weird performances and direction . 	0
948	the vivid lead performances sustain interest and empathy , but the journey is far more interesting than the final destination . 	1
949	the film would work much better as a video installation in a museum , where viewers would be free to leave . immediately . 	0
950	gaghan captures the half-lit , sometimes creepy intimacy of college dorm rooms , a subtlety that makes the silly , over-the-top coda especially disappointing . 	0
951	" "" catch me "" feels capable of charming the masses with star power , a pop-induced score and sentimental moments that have become a spielberg trademark . "	1
952	the pacing is often way off and there are too many bona fide groaners among too few laughs . 	0
953	weaves a spell over you , with its disturbingly close-up look at damaged psyches and its subtle undercurrents of danger . but its awkward structure keeps breaking the spell . 	0
954	there is a subversive element to this disney cartoon , providing unexpected fizzability . 	1
955	a loving little film of considerable appeal . 	1
956	a frisky and fresh romantic comedy exporing sexual politics and the challenges of friendships between women . 	1
957	lucas has in fact come closer than anyone could desire to the cheap , graceless , hackneyed sci-fi serials of the '30s and '40s . 	0
958	director douglas mcgrath takes on nickleby with all the halfhearted zeal of an 8th grade boy delving into required reading . 	1
959	snoots will no doubt rally to its cause , trotting out threadbare standbys like 'masterpiece' and 'triumph' and all that malarkey , but rarely does an established filmmaker so ardently waste viewers' time with a gobbler like this . 	0
960	they takes a long time to get to its gasp-inducing ending . 	0
961	" . . . instead go rent "" shakes the clown "" , a much funnier film with a similar theme and an equally great robin williams performance . "	0
962	an awkwardly contrived exercise in magic realism . 	0
963	sure , it's contrived and predictable , but its performances are so well tuned that the film comes off winningly , even though it's never as solid as you want it to be . 	1
964	" "" looking for leonard "" just seems to kinda sit in neutral , hoping for a stiff wind to blow it uphill or something . "	0
965	a movie that's about as overbearing and over-the-top as the family it depicts . 	0
966	 . . . the efforts of its star , kline , to lend some dignity to a dumb story are for naught . 	0
967	the actors are so terrific at conveying their young angst , we do indeed feel for them . 	1
968	in its own floundering way , it gets to you . just like igby . 	1
969	a fairly enjoyable mixture of longest yard . . . and the 1999 guy ritchie caper lock stock and two smoking barrels . 	1
970	you wouldn't call the good girl a date movie ( an anti-date movie is more like it ) , but when it's good , it's good and horrid . 	1
971	just an average comedic dateflick but not a waste of time . 	0
972	this insufferable movie is meant to make you think about existential suffering . instead , it'll only put you to sleep . 	0
973	equlibrium could pass for a thirteen-year-old's book report on the totalitarian themes of 1984 and farenheit 451 . 	0
974	smart , provocative and blisteringly funny . 	1
975	at once overly old-fashioned in its sudsy plotting and heavy-handed in its effort to modernize it with encomia to diversity and tolerance . 	0
976	martin and barbara are complex characters -- sometimes tender , sometimes angry -- and the delicate performances by sven wollter and viveka seldahl make their hopes and frustrations vivid . 	1
977	the film flat lines when it should peak and is more missed opportunity and trifle than dark , decadent truffle . 	0
978	an erotic thriller that's neither too erotic nor very thrilling , either . 	0
979	these people wouldn't know subtle characterization if it put on a giant furry monster costume and then gave them a lapdance . 	0
980	a chaotic panorama that's too busy flying a lot of metaphoric flags . 	0
981	it's a good film , but it falls short of its aspiration to be a true 'epic' . 	1
982	did the film inform and educate me ? yes . did it move me to care about what happened in 1915 armenia ? no . and that is where ararat went astray . 	0
983	the twist that ends the movie is the one with the most emotional resonance , but twists are getting irritating , and this is the kind of material where the filmmakers should be very careful about raising eyebrows . 	0
984	astonishing . . . [frames] profound ethical and philosophical questions in the form of dazzling pop entertainment . 	1
985	just because a walk to remember is shrewd enough to activate girlish tear ducts doesn't mean it's good enough for our girls . 	0
986	engrossing and affecting , if ultimately not quite satisfying . 	1
987	[i]t's certainly laudable that the movie deals with hot-button issues in a comedic context , but barbershop isn't as funny as it should be . 	0
988	manages to be original , even though it rips off many of its ideas . 	1
989	deliriously funny , fast and loose , accessible to the uninitiated , and full of surprises	1
990	piccoli gives a superb performance full of deep feeling . 	1
991	the movie exists for its soccer action and its fine acting . 	1
992	if director michael dowse only superficially understands his characters , he doesn't hold them in contempt . 	1
993	 . . . familiar and predictable , and 4/5ths of it might as well have come from a xerox machine rather than ( writer-director ) franc . reyes' word processor . 	0
994	the spark of special anime magic here is unmistakable and hard to resist . 	1
995	if you don't flee , you might be seduced . if you don't laugh , flee . 	1
996	if you sometimes like to go to the movies to have fun , wasabi is a good place to start . 	1
997	traffics in the kind of prechewed racial clichés that have already been through the corporate stand-up-comedy mill . 	0
998	"nonsensical , dull "" cyber-horror "" flick is a grim , hollow exercise in flat scares and bad acting . "	0
999	a shambles of a movie--visually unattractive , unbearably loud and utterly silly . . . its hilarity is completely unintentional . 	0
1000	most of the action setups are incoherent . 	0
1001	formula 51 is so trite that even yu's high-energy action stylings can't break through the stupor . 	0
1002	the impact of the armenian genocide is diluted by too much stage business in the modern day . 	0
1003	" "" i blame all men for war , "" [the warden's daughter] tells her father . the movie is about as deep as that sentiment . "	0
1004	do not see this film . 	0
1005	with amazing finesse , the film shadows heidi's trip back to vietnam and the city where her mother , mai thi kim , still lives . 	1
1006	everywhere the camera looks there is something worth seeing . 	1
1007	when a set of pre-shooting guidelines a director came up with for his actors turns out to be cleverer , better written and of considerable more interest than the finished film , that's a bad sign . a very bad sign . 	0
1008	a pleasant ramble through the sort of idoosyncratic terrain that errol morris has often dealt with . . . it does possess a loose , lackadaisical charm . 	1
1009	[drumline] is entertaining for what it does , and admirable for what it doesn't do . 	1
1010	it's supposed to be a humorous , all-too-human look at how hope can breed a certain kind of madness -- and strength -- but it never quite adds up . 	0
1011	like coming into a long-running , well-written television series where you've missed the first half-dozen episodes and probably won't see the next six . 	0
1012	using his audience as a figurative port-of-call , dong pulls his even-handed ideological ship to their dock for unloading , before he continues his longer journey still ahead . 	1
1013	 . . . hokey art house pretension . 	0
1014	collateral damage is trash , but it earns extra points by acting as if it weren't . 	1
1015	it has charm to spare , and unlike many romantic comedies , it does not alienate either gender in the audience . 	1
1016	plays like an unbalanced mixture of graphic combat footage and almost saccharine domestic interludes that are pure hollywood . 	0
1017	the beauty of the piece is that it counts heart as important as humor . 	1
1018	few films this year have been as resolute in their emotional nakedness . 	1
1019	a depressingly retrograde , 'post-feminist' romantic comedy that takes an astonishingly condescending attitude toward women . 	0
1020	it's everything you don't go to the movies for . 	0
1021	although melodramatic and predictable , this romantic comedy explores the friendship between five filipino-americans and their frantic efforts to find love . 	1
1022	there's no question that epps scores once or twice , but it's telling that his funniest moment comes when he falls about ten feet onto his head . 	0
1023	a confluence of kiddie entertainment , sophisticated wit and symbolic graphic design . 	1
1024	miller has crafted an intriguing story of maternal instincts and misguided acts of affection . 	1
1025	'they' begins and ends with scenes so terrifying i'm still stunned . and i've decided to leave a light on every night from now on . 	1
1026	high crimes knows the mistakes that bad movies make and is determined not to make them , and maybe that is nobility of a sort . 	1
1027	if you open yourself up to mr . reggio's theory of this imagery as the movie's set . . . it can impart an almost visceral sense of dislocation and change . 	1
1028	while some will object to the idea of a vietnam picture with such a rah-rah , patriotic tone , soldiers ultimately achieves its main strategic objective : dramatizing the human cost of the conflict that came to define a generation . 	1
1029	first good , then bothersome . excellent acting and direction . 	0
1030	plays like a glossy melodrama that occasionally verges on camp . 	0
1031	is it possible for a documentary to be utterly entranced by its subject and still show virtually no understanding of it ? 	0
1032	our culture is headed down the toilet with the ferocity of a frozen burrito after an all-night tequila bender — and i know this because i've seen 'jackass : the movie . '	0
1033	told in scattered fashion , the movie only intermittently lives up to the stories and faces and music of the men who are its subject . 	0
1034	as self-aware movies go , who is cletis tout ? is clever enough , though thin writing proves its undoing . 	0
1035	hardly a masterpiece , but it introduces viewers to a good charitable enterprise and some interesting real people . 	1
1036	though avary has done his best to make something out of ellis' nothing novel , in the end , his rules is barely worth following . 	0
1037	just offbeat enough to keep you interested without coming close to bowling you over . 	1
1038	fast , frantic and fun , but also soon forgotten	1
1039	too loud , too long and too frantic by half , die another day suggests that the bond franchise has run into a creative wall that 007 cannot fly over , tunnel under or barrel through . 	0
1040	like most bond outings in recent years , some of the stunts are so outlandish that they border on being cartoonlike . a heavy reliance on cgi technology is beginning to creep into the series . 	1
1041	witty , contemplative , and sublimely beautiful . 	1
1042	the images are usually abbreviated in favor of mushy obviousness and telegraphed pathos , particularly where whitaker's misfit artist is concerned . 	0
1043	the film's heady yet far from impenetrable theory suggests that russians take comfort in their closed-off nationalist reality . 	1
1044	i walked away from this new version of e . t . just as i hoped i would -- with moist eyes . 	1
1045	after you laugh once ( maybe twice ) , you will have completely forgotten the movie by the time you get back to your car in the parking lot . 	0
1046	oedekerk wrote patch adams , for which he should not be forgiven . why he was given free reign over this project -- he wrote , directed , starred and produced -- is beyond me . 	0
1047	it recycles every cliché about gays in what is essentially an extended soap opera . 	0
1048	contradicts everything we've come to expect from movies nowadays . instead of simply handling conventional material in a conventional way , secretary takes the most unexpected material and handles it in the most unexpected way . 	1
1049	too sincere to exploit its subjects and too honest to manipulate its audience . 	1
1050	looks and feels like a project better suited for the small screen . 	0
1051	chamber of secrets will find millions of eager fans . but if the essence of magic is its make-believe promise of life that soars above the material realm , this is the opposite of a truly magical movie . 	0
1052	replacing john carpenter's stylish tracking shots is degraded , handheld blair witch video-cam footage . of all the halloween's , this is the most visually unappealing . 	0
1053	the film makes a fatal mistake : it asks us to care about a young man whose only apparent virtue is that he is not quite as unpleasant as some of the people in his life . 	0
1054	the only thing that distinguishes a randall wallace film from any other is the fact that there is nothing distinguishing in a randall wallace film . 	0
1055	at best this is a film for the under-7 crowd . but it would be better to wait for the video . and a very rainy day . 	0
1056	there's something unintentionally comic in the film's drumbeat about authenticity , given the stale plot and pornographic way the film revels in swank apartments , clothes and parties . 	0
1057	in the end , ted bundy's only justification is the director's common but unexplored fascination with the frustrated maniac ; there's no larger point , and little social context . 	0
1058	made with no discernible craft and monstrously sanctimonious in dealing with childhood loss . 	0
1059	deserving of its critical backlash and more . 	0
1060	the premise for this kegger comedy probably sounded brilliant four six-packs and a pitcher of margaritas in , but the film must have been written . . . in the thrall of a vicious hangover . 	0
1061	[a] stale retread of the '53 original . 	0
1062	as directed by dani kouyate of burkina faso , sia lacks visual flair . but kouyate elicits strong performances from his cast , and he delivers a powerful commentary on how governments lie , no matter who runs them . 	1
1063	a porn film without the sex scenes . 	0
1064	in this film we at least see a study in contrasts ; the wide range of one actor , and the limited range of a comedian . 	0
1065	like the chelsea's denizens . . . burdette's collage-form scenario tends to over-romanticize the spiritual desolation of the struggling artiste . 	0
1066	the film is really closer to porn than a serious critique of what's wrong with this increasingly pervasive aspect of gay culture . 	0
1067	thurman and lewis are hilarious throughout . 	1
1068	kept aloft largely by a comically adept ensemble . 	1
1069	parker probably thinks he's shaking up a classic the way kenneth branagh and baz luhrmann have , but this half-hearted messing-about just makes us miss wilde's still-contemporary play . 	0
1070	the people in jessica are so recognizable and true that , as in real life , we're never sure how things will work out . 	1
1071	philosophically , intellectually and logistically a mess . 	0
1072	too slow , too long and too little happens . 	0
1073	exciting and well-paced . 	1
1074	in the second half of the film , frei's control loosens in direct proportion to the amount of screen time he gives nachtwey for self-analysis . 	0
1075	even though it is infused with the sensibility of a video director , it doesn't make for completely empty entertainment	1
1076	after the setup , the air leaks out of the movie , flattening its momentum with about an hour to go . 	0
1077	it lacks the compassion , good-natured humor and the level of insight that made [eyre's] first film something of a sleeper success . 	0
1078	"director kevin bray excels in breaking glass and marking off the "" miami vice "" checklist of power boats , latin music and dog tracks . he doesn't , however , deliver nearly enough of the show's trademark style and flash . "	0
1079	all's well that ends well , and rest assured , the consciousness-raising lessons are cloaked in gross-out gags . 	0
1080	 . . . too contrived to be as naturally charming as it needs to be . 	0
1081	there's a thin line between likably old-fashioned and fuddy-duddy , and the count of monte cristo . . . never quite settles on either side . 	0
1082	i'll put it this way : if you're in the mood for a melodrama narrated by talking fish , this is the movie for you . 	1
1083	this 10th film in the series looks and feels tired . 	0
1084	sean penn , you owe nicolas cage an apology . 	1
1085	there are no special effects , and no hollywood endings . 	1
1086	about amy's cuteness , amy's career success ( she's a best-selling writer of self-help books who can't help herself ) , and amy's neuroses when it comes to men . 	0
1087	though the aboriginal aspect lends the ending an extraordinary poignancy , and the story itself could be played out in any working class community in the nation . 	1
1088	borrows from so many literary and cinematic sources that this future world feels absolutely deja vu . 	0
1089	for those for whom the name woody allen was once a guarantee of something fresh , sometimes funny , and usually genuinely worthwhile , hollywood ending is a depressing experience	0
1090	good ol' urban legend stuff . 	1
1091	i was perplexed to watch it unfold with an astonishing lack of passion or uniqueness . 	0
1092	nothing more than a stifling morality tale dressed up in peekaboo clothing . 	0
1093	the dose is strong and funny , for the first 15 minutes anyway ; after that , the potency wanes dramatically . 	0
